 Usage ,Days of Usage,Billed Amount for Water,MTH/YR OF BILLING,Route#,LOSADD,RSP,Rate,LOMETW,Meter Size,,
" 6,233 ",28,42.15,202205,348,ILIILI,RES,R,83504695,"5/8""",,
" 4,408 ",28,34.26,202205,348,ILIILI,RES,R,83504694,"5/8""",,
" 2,216 ",28,24.79,202205,348,ILIILI,RES,R,83504693,"5/8""",,
" 5,983 ",28,41.07,202205,348,PAVAIAI,RES,R,83504692,"5/8""",,
" 15,162 ",28,83.32,202205,348,PAVAIAI,RES,R,83504691,"5/8""",,
" 2,410 ",30,25.63,202205,332,TAFUNA,RES,R,83504690,"5/8""",,
" 12,271 ",28,69.38,202205,348,ILIILI,RES,R,83504689,"5/8""",,
" 6,138 ",28,41.74,202205,348,PAVAIAI,RES,R,83504688,"5/8""",,
" 16,918 ",28,91.79,202205,348,PAVAIAI,RES,R,83504687,"5/8""",,
" 2,563 ",28,26.28,202205,348,ILIILI,RES,R,83504686,"5/8""",,
" 17,706 ",28,95.58,202205,348,PAVAIAI,RES,R,83504685,"5/8""",,
" 8,670 ",28,52.69,202205,348,PAVAIAI,RES,R,83504684,"5/8""",,
" 1,598 ",17,22.12,202205,343,MESEPA,RES,R,83504683,"5/8""",,
" 5,213 ",30,37.74,202205,343,MALAEIMI,RES,R,83504682,"5/8""",,
" 15,553 ",30,85.21,202205,343,MALAEIMI,RES,R,83504681,"5/8""",,
" 19,179 ",30,102.69,202205,343,MESEPA,RES,R,83504680,"5/8""",,
" 9,721 ",30,57.23,202205,343,MESEPA,RES,R,83504679,"5/8""",,
" 32,438 ",30,174.07,202205,343,MESEPA,RES,R,83504678,"5/8""",,
" 14,356 ",30,79.44,202205,343,MALAEIMI,RES,R,83504677,"5/8""",,
" 6,263 ",30,42.28,202205,343,MESEPA,RES,R,83504676,"5/8""",,
" 4,078 ",25,32.84,202205,343,MESEPA,RES,R,83504675,"5/8""",,
" 6,292 ",30,42.4,202205,343,MESEPA,RES,R,83504674,"5/8""",,
" 5,395 ",30,38.52,202205,343,MESEPA,RES,R,83504673,"5/8""",,
" 8,880 ",30,53.59,202205,343,MESEPA,RES,R,83504672,"5/8""",,
" 16,476 ",30,89.66,202205,343,FALENIU,RES,R,83504671,"5/8""",,
" 2,751 ",30,27.1,202205,346,FALENIU,RES,R,83504670,"5/8""",,
" 7,465 ",30,47.48,202205,343,MESEPA,RES,R,83504669,"5/8""",,
" 17,310 ",30,93.68,202205,343,MESEPA,RES,R,83504668,"5/8""",,
" 14,952 ",30,82.31,202205,343,MESEPA,RES,R,83504667,"5/8""",,
" 31,690 ",30,169.71,202205,343,MESEPA,RES,R,83504666,"5/8""",,
" 5,569 ",30,39.28,202205,343,MESEPA,RES,R,83504665,"5/8""",,
" 18,679 ",30,100.28,202205,343,MALAEIMI,RES,R,83504664,"5/8""",,
 -   ,28,15.21,202205,351,PAVAIAI,RES,R,83504663,"5/8""",,
" 4,146 ",30,33.13,202205,343,MALAEIMI,RES,R,83504662,"5/8""",,
" 6,213 ",30,42.06,202205,343,FALENIU,RES,R,83504661,"5/8""",,
" 2,898 ",30,27.73,202205,343,MESEPA,RES,R,83504660,"5/8""",,
" 1,721 ",30,22.65,202205,343,MALAEIMI,RES,R,83504659,"5/8""",,
" 16,518 ",30,89.86,202205,343,MALAEIMI,RES,R,83504658,"5/8""",,
" 11,234 ",30,64.38,202205,343,MALAEIMI,RES,R,83504657,"5/8""",,
" 25,338 ",30,135.05,202205,343,FALENIU,RES,R,83504656,"5/8""",,
" 25,982 ",30,138.49,202205,343,FALENIU,RES,R,83504655,"5/8""",,
" 6,469 ",30,43.17,202205,343,FALENIU,RES,R,83504654,"5/8""",,
" 8,423 ",30,51.62,202205,343,MESEPA,RES,R,83504653,"5/8""",,
" 12,403 ",30,70.02,202205,343,MESEPA,RES,R,83504652,"5/8""",,
" 3,690 ",30,31.15,202205,343,MESEPA,RES,R,83504651,"5/8""",,
" 8,852 ",30,53.47,202205,343,MESEPA,RES,R,83504650,"5/8""",,
" 6,203 ",30,42.02,202205,343,MESEPA,RES,R,83504649,"5/8""",,
" 28,722 ",30,153.07,202205,343,MESEPA,RES,R,83504648,"5/8""",,
" 19,167 ",30,102.63,202205,343,MALAEIMI,RES,R,83504646,"5/8""",,
" 6,507 ",30,43.33,202205,343,FALENIU,RES,R,83504645,"5/8""",,
" 29,870 ",30,159.18,202205,343,MESEPA,RES,R,83504644,"5/8""",,
" 8,605 ",30,52.4,202205,343,MESEPA,RES,R,83504643,"5/8""",,
" 8,854 ",30,53.47,202205,343,FALENIU,RES,R,83504642,"5/8""",,
" 3,915 ",30,32.13,202205,343,MESEPA,RES,R,83504640,"5/8""",,
" 2,302 ",30,25.16,202205,343,MESEPA,RES,R,83504639,"5/8""",,
" 5,761 ",30,40.11,202205,343,MALAEIMI,RES,R,83504638,"5/8""",,
" 11,116 ",30,63.81,202205,343,MESEPA,RES,R,83504637,"5/8""",,
" 11,569 ",30,66,202205,343,MESEPA,RES,R,83504636,"5/8""",,
" 5,462 ",30,38.82,202205,343,MESEPA,RES,R,83504635,"5/8""",,
" 13,134 ",30,73.54,202205,343,MALAEIMI,RES,R,83504634,"5/8""",,
" 2,915 ",30,27.81,202205,343,MESEPA,RES,R,83504633,"5/8""",,
" 31,244 ",30,167.11,202205,343,FALENIU,RES,R,83504631,"5/8""",,
 -   ,30,15.21,202205,343,MAPUSAGA,SA,CC2,83504630,"5/8""",,
" 2,180 ",30,25.14,202205,343,MAPUSAGA,SA,CC2,83504629,"5/8""",,
 332 ,38,16.73,202205,343,MAPUSAGA FOU,SA,CC2,83504628,"5/8""",,
" 1,316 ",30,21.21,202205,343,MAPUSAGA,SA,CC2,83504627,"5/8""",,
" 2,824 ",30,28.07,202205,343,MAPUSAGA,SA,CC2,83504626,"5/8""",,
 -   ,30,15.21,202205,343,MAPUSAGA,SA,CC2,83504625,"5/8""",,
" 11,172 ",30,66.06,202205,343,MAPUSAGA FOU,SA,CC2,83504624,"5/8""",,
 179 ,30,16.02,202205,343,MAPUSAGA,SA,CC2,83504623,"5/8""",,
 60 ,30,15.48,202205,343,MAPUSAGA,SA,CC2,83504622,"5/8""",,
" 2,980 ",30,28.78,202205,343,MAPUSAGA,SA,CC2,83504621,"5/8""",,
 -   ,30,15.21,202205,343,MAPUSAGA,SA,CC2,83504620,"5/8""",,
" 6,176 ",30,41.9,202205,330,TAFUNA,RES,R,83504619,"5/8""",,
" 8,776 ",30,53.14,202205,343,MAPUSAGA,SA,CC1,83504618,"5/8""",,
" 14,818 ",30,82.66,202205,343,MAPUSAGA,SA,CC2,83504617,"5/8""",,
 -   ,30,15.21,202205,343,MAPUSAGA,SA,CC2,83504616,"5/8""",,
 -   ,30,15.21,202205,343,MAPUSAGA,SA,CC3,83504615,"5/8""",,
" 18,763 ",30,100.62,202205,343,MAPUSAGA,SA,CC2,83504614,"5/8""",,
 127 ,30,15.79,202205,343,MAPUSAGA FOU,SA,CC2,83504613,"5/8""",,
" 14,904 ",30,82.08,202205,343,MALAEIMI,RES,R,83504612,"5/8""",,
" 3,760 ",30,31.46,202205,343,MALAEIMI,RES,R,83504611,"5/8""",,
" 64,493 ",20,308.78,202205,343,MALAEIMI,SGS,C,83504610,"5/8""",,
" 7,807 ",30,48.96,202205,343,MALAEIMI,RES,R,83504609,"5/8""",,
" 1,346 ",30,21.03,202205,343,MALAEIMI,RES,R,83504608,"5/8""",,
" 6,563 ",30,43.57,202205,343,MALAEIMI,RES,R,83504607,"5/8""",,
" 41,938 ",30,229.38,202205,343,MALAEIMI,RES,R,83504605,"5/8""",,
" 10,721 ",30,61.91,202205,343,MALAEIMI,RES,R,83504603,"5/8""",,
" 13,248 ",30,74.09,202205,343,MALAEIMI,RES,R,83504602,"5/8""",,
" 2,470 ",30,25.88,202205,343,MALAEIMI,RES,R,83504601,"5/8""",,
" 3,951 ",30,32.29,202205,343,MALAEIMI,RES,R,83504600,"5/8""",,
" 4,128 ",30,33.05,202205,343,MALAEIMI,RES,R,83504599,"5/8""",,
" 29,458 ",30,149.3,202205,343,MALAEIMI,SGS,C,83504598,"5/8""",,
" 8,332 ",30,51.22,202205,343,MALAEIMI,RES,R,83504597,"5/8""",,
 -   ,30,15.21,202205,343,MAPUSAGA,SA,CC2,83504594,"5/8""",,
" 4,434 ",30,35.4,202205,343,MAPUSAGA,SA,CC2,83504592,"5/8""",,
" 4,679 ",30,36.51,202205,343,MALAEIMI,SGS,C,83504591,"5/8""",,
 434 ,29,17.09,202205,355,MAPUSAGA FOU,RES,R,83504590,"5/8""",,
" 7,368 ",30,47.05,202205,343,MALAEIMI,RES,R,83504589,"5/8""",,
" 4,128 ",30,33.05,202205,343,MALAEIMI,RES,R,83504588,"5/8""",,
" 7,377 ",30,47.09,202205,343,MALAEIMI,RES,R,83504587,"5/8""",,
" 8,573 ",30,52.26,202205,343,MALAEIMI,RES,R,83504586,"5/8""",,
 845 ,30,18.86,202205,343,MALAEIMI,RES,R,83504585,"5/8""",,
" 6,847 ",30,44.8,202205,343,MALAEIMI,RES,R,83504584,"5/8""",,
" 12,624 ",30,71.08,202205,343,MALAEIMI,RES,R,83504583,"5/8""",,
" 4,826 ",30,36.07,202205,343,MALAEIMI,RES,R,83504582,"5/8""",,
" 6,002 ",30,41.15,202205,343,MALAEIMI,RES,R,83504581,"5/8""",,
" 55,760 ",30,309.85,202205,343,MALAEIMI,RES,R,83504580,"5/8""",,
" 5,597 ",30,39.4,202205,343,MALAEIMI,RES,R,83504579,"5/8""",,
" 2,021 ",28,23.94,202205,351,PAVAIAI,RES,R,83504577,"5/8""",,
" 4,666 ",28,35.37,202205,367,LEONE,RES,R,83504576,"5/8""",,
" 33,129 ",30,178.09,202205,343,MALAEIMI,RES,R,83504575,"5/8""",,
" 13,605 ",30,75.81,202205,343,MALAEIMI,RES,R,83504574,"5/8""",,
" 5,515 ",30,39.04,202205,343,MALAEIMI,RES,R,83504573,"5/8""",,
" 3,051 ",30,28.4,202205,343,MALAEIMI,RES,R,83504572,"5/8""",,
" 6,056 ",30,41.38,202205,343,MALAEIMI,RES,R,83504571,"5/8""",,
 156 ,30,15.89,202205,343,MALAEIMI,RES,R,83504570,"5/8""",,
 303 ,30,16.51,202205,343,MALAEIMI,RES,R,83504569,"5/8""",,
" 1,960 ",30,24.13,202205,343,NUUULI,ASG,GL2,83504568,"5/8""",,
" 6,498 ",30,43.29,202205,343,MALAEIMI,RES,R,83504567,"5/8""",,
" 5,060 ",30,37.08,202205,343,MALAEIMI,RES,R,83504566,"5/8""",,
" 15,874 ",30,86.76,202205,343,MALAEIMI,RES,R,83504565,"5/8""",,
" 4,082 ",30,32.85,202205,343,MALAEIMI,RES,R,83504564,"5/8""",,
" 14,237 ",30,78.86,202205,343,MALAEIMI,RES,R,83504563,"5/8""",,
 -   ,30,15.21,202205,343,MALAEIMI,RES,R,83504562,"5/8""",,
" 9,266 ",30,55.26,202205,343,MALAEIMI,RES,R,83504561,"5/8""",,
" 14,971 ",30,82.4,202205,343,MALAEIMI,RES,R,83504560,"5/8""",,
" 42,217 ",30,231,202205,343,MALAEIMI,RES,R,83504559,"5/8""",,
" 14,380 ",30,79.55,202205,343,MALAEIMI,RES,R,83504558,"5/8""",,
" 12,317 ",30,69.6,202205,343,MALAEIMI,RES,R,83504557,"5/8""",,
" 7,098 ",28,45.89,202205,352,PAVAIAI,RES,R,83504556,"5/8""",,
" 2,842 ",28,27.49,202205,352,PAVAIAI,RES,R,83504555,"5/8""",,
" 4,319 ",28,33.88,202205,352,PAVAIAI,RES,R,83504554,"5/8""",,
" 4,193 ",28,33.33,202205,352,PAVAIAI,RES,R,83504553,"5/8""",,
" 16,664 ",30,90.56,202205,343,MALAEIMI,RES,R,83504552,"5/8""",,
" 28,792 ",30,153.44,202205,343,MALAEIMI,RES,R,83504551,"5/8""",,
" 12,751 ",30,71.7,202205,343,MALAEIMI,RES,R,83504550,"5/8""",,
" 11,745 ",30,66.85,202205,343,MALAEIMI,RES,R,83504549,"5/8""",,
" 13,139 ",28,73.57,202205,352,PAVAIAI,RES,R,83504548,"5/8""",,
" 5,544 ",28,39.17,202205,352,PAVAIAI,RES,R,83504547,"5/8""",,
" 6,109 ",28,41.61,202205,352,PAVAIAI,RES,R,83504546,"5/8""",,
" 6,111 ",28,41.62,202205,352,PAVAIAI,RES,R,83504545,"5/8""",,
" 2,831 ",28,27.45,202205,352,PAVAIAI,RES,R,83504544,"5/8""",,
" 2,655 ",28,26.68,202205,352,PAVAIAI,RES,R,83504543,"5/8""",,
" 4,898 ",28,36.38,202205,352,PAVAIAI,RES,R,83504542,"5/8""",,
" 4,225 ",28,33.47,202205,352,PAVAIAI,RES,R,83504541,"5/8""",,
" 3,623 ",28,30.87,202205,352,MALAELOA,RES,R,83504540,"5/8""",,
" 1,166 ",28,20.24,202205,352,PAVAIAI,RES,R,83504539,"5/8""",,
" 2,770 ",28,27.18,202205,352,PAVAIAI,RES,R,83504538,"5/8""",,
" 4,137 ",28,33.09,202205,352,PAVAIAI,RES,R,83504537,"5/8""",,
" 20,646 ",28,110.09,202205,352,PAVAIAI,RES,R,83504536,"5/8""",,
 -   ,9,4.56,202205,301,NUUULI,RES,R,83504535,"5/8""",,
" 8,835 ",28,53.4,202205,352,PAVAIAI,RES,R,83504534,"5/8""",,
" 11,421 ",28,65.28,202205,352,PAVAIAI,RES,R,83504533,"5/8""",,
" 6,438 ",28,43.04,202205,352,MALAELOA,RES,R,83504532,"5/8""",,
" 5,416 ",28,38.61,202205,352,MALAELOA,RES,R,83504531,"5/8""",,
" 1,566 ",28,21.98,202205,352,PAVAIAI,RES,R,83504530,"5/8""",,
 474 ,28,17.25,202205,352,PAVAIAI,RES,R,83504529,"5/8""",,
" 2,296 ",28,25.13,202205,352,PAVAIAI,RES,R,83504528,"5/8""",,
" 42,560 ",25,233,202205,352,PAVAIAI,RES,R,83504527,"5/8""",,
" 16,895 ",25,92.12,202205,352,PAVAIAI,SGS,C,83504526,"5/8""",,
" 16,882 ",28,91.62,202205,352,PAVAIAI,RES,R,83504525,"5/8""",,
" 4,749 ",28,36.83,202205,352,PAVAIAI,SGS,C,83504524,"5/8""",,
" 3,619 ",28,31.68,202205,352,PAVAIAI,SGS,C,83504523,"5/8""",,
" 15,588 ",28,85.37,202205,352,PAVAIAI,RES,R,83504522,"5/8""",,
" 20,284 ",28,107.54,202205,352,PAVAIAI,SGS,C,83504521,"5/8""",,
" 13,960 ",28,77.52,202205,352,PAVAIAI,RES,R,83504519,"5/8""",,
" 2,967 ",28,28.03,202205,352,PAVAIAI,RES,R,83504518,"5/8""",,
" 6,730 ",28,45.85,202205,352,PAVAIAI,SGS,C,83504517,"5/8""",,
" 6,172 ",28,41.88,202205,352,PAVAIAI,RES,R,83504516,"5/8""",,
" 1,011 ",28,19.58,202205,352,PAVAIAI,RES,R,83504515,,,
" 1,000 ",28,19.53,202205,352,PAVAIAI,RES,R,83504514,,,
" 4,024 ",28,32.6,202205,352,PAVAIAI,RES,R,83504513,,,
" 23,411 ",28,124.8,202205,352,PAVAIAI,RES,R,83504512,,,
" 18,164 ",28,97.9,202205,352,PAVAIAI,SGS,C,83504511,,,
 520 ,32,17.46,202205,318,TAFUNA,RES,R,83504510,,,
" 37,312 ",28,202.44,202205,352,PAVAIAI,RES,R,83504509,,,
" 2,841 ",32,27.49,202205,113,LELOALOA,RES,R,83504507,,,
" 14,184 ",32,78.61,202205,106,AMOULI,RES,R,83504506,,,
" 11,430 ",28,65.32,202205,373,LEONE,RES,R,83504505,,,
" 8,040 ",30,49.96,202205,206,PAGO PAGO,RES,R,83504504,,,
 34 ,32,15.37,202205,310,TAFUNA,SGS,C,83504503,,,
" 2,084 ",26,24.22,202205,215,UTULEI,RES,R,83504502,,,
" 15,214 ",28,83.57,202205,352,PAVAIAI,RES,R,83504500,,,
" 2,899 ",31,27.74,202205,352,PAVAIAI,RES,R,83504499,,,
" 6,206 ",28,42.03,202205,352,PAVAIAI,RES,R,83504498,,,
" 8,762 ",29,53.08,202205,352,PAVAIAI,RES,R,83504497,,,
" 2,389 ",28,25.54,202205,352,PAVAIAI,RES,R,83504496,,,
" 1,575 ",32,22.02,202205,323,TAFUNA,RES,R,83504495,,,
" 8,210 ",28,50.69,202205,352,PAVAIAI,RES,R,83504494,,,
" 17,752 ",28,95.81,202205,352,PAVAIAI,RES,R,83504493,,,
" 5,458 ",28,38.8,202205,352,PAVAIAI,RES,R,83504492,,,
" 5,288 ",28,38.06,202205,352,PAVAIAI,RES,R,83504491,,,
" 11,835 ",28,67.28,202205,352,PAVAIAI,RES,R,83504490,,,
" 11,184 ",28,64.14,202205,352,PAVAIAI,RES,R,83504488,,,
" 1,131 ",28,20.1,202205,352,PAVAIAI,RES,R,83504487,,,
" 16,434 ",28,89.45,202205,352,PAVAIAI,RES,R,83504486,,,
" 12,559 ",28,70.77,202205,352,PAVAIAI,RES,R,83504485,,,
 -   ,28,15.21,202205,352,PAVAIAI,RES,R,83504484,,,
" 12,807 ",28,71.97,202205,352,PAVAIAI,RES,R,83504483,,,
" 10,961 ",28,63.07,202205,352,PAVAIAI,RES,R,83504482,,,
" 7,624 ",28,48.16,202205,352,PAVAIAI,RES,R,83504480,,,
" 2,845 ",28,27.51,202205,352,PAVAIAI,RES,R,83504479,,,
" 2,531 ",28,26.15,202205,352,PAVAIAI,RES,R,83504478,,,
" 21,465 ",28,114.44,202205,352,PAVAIAI,RES,R,83504477,,,
" 7,374 ",28,47.08,202205,352,PAVAIAI,RES,R,83504476,,,
" 2,804 ",28,27.33,202205,352,PAVAIAI,RES,R,83504475,,,
" 12,953 ",29,72.67,202205,352,PAVAIAI,RES,R,83504474,,,
" 3,613 ",28,30.83,202205,352,PAVAIAI,RES,R,83504473,,,
" 12,220 ",28,69.13,202205,352,PAVAIAI,RES,R,83504472,,,
" 5,394 ",28,38.52,202205,348,PAVAIAI,RES,R,83504471,,,
" 23,927 ",28,127.55,202205,352,PAVAIAI,RES,R,83504470,,,
" 10,113 ",28,58.98,202205,352,PAVAIAI,RES,R,83504469,,,
" 6,487 ",28,43.24,202205,352,PAVAIAI,RES,R,83504468,,,
" 7,332 ",28,46.9,202205,352,PAVAIAI,RES,R,83504467,,,
" 6,582 ",28,43.66,202205,352,PAVAIAI,RES,R,83504466,,,
" 25,323 ",28,134.98,202205,352,PAVAIAI,RES,R,83504465,,,
" 4,941 ",28,36.57,202205,352,PAVAIAI,RES,R,83504463,,,
" 3,639 ",28,30.94,202205,352,PAVAIAI,RES,R,83504462,,,
" 5,610 ",28,39.46,202205,352,PAVAIAI,RES,R,83504461,,,
" 18,714 ",28,100.45,202205,352,PAVAIAI,RES,R,83504460,,,
" 6,134 ",28,41.72,202205,352,PAVAIAI,RES,R,83504459,,,
" 50,448 ",28,278.92,202205,352,PAVAIAI,RES,R,83504458,,,
" 4,216 ",28,33.43,202205,352,PAVAIAI,RES,R,83504456,,,
" 7,617 ",28,48.13,202205,352,PAVAIAI,RES,R,83504455,,,
" 5,087 ",30,37.19,202205,322,TAFUNA,RES,R,83504454,,,
" 16,522 ",28,89.88,202205,352,PAVAIAI,RES,R,83504453,,,
" 36,418 ",28,197.24,202205,352,PAVAIAI,RES,R,83504452,,,
" 7,561 ",30,47.89,202205,324,TAFUNA,RES,R,83504451,,,
" 19,428 ",28,103.89,202205,352,PAVAIAI,RES,R,83504450,,,
" 13,253 ",28,74.12,202205,351,PAVAIAI,RES,R,83504449,,,
" 5,742 ",28,40.03,202205,351,PAVAIAI,RES,R,83504448,,,
" 5,636 ",28,40.86,202205,351,PAVAIAI,SGS,C,83504447,,,
" 26,427 ",28,135.51,202205,351,PAVAIAI,SGS,C,83504446,,,
" 14,288 ",28,79.1,202205,351,PAVAIAI,RES,R,83504445,,,
" 8,387 ",28,51.46,202205,351,PAVAIAI,RES,R,83504444,,,
" 8,981 ",28,54.02,202205,351,PAVAIAI,RES,R,83504443,,,
" 14,743 ",28,81.3,202205,351,PAVAIAI,RES,R,83504442,,,
" 10,459 ",28,60.64,202205,351,PAVAIAI,RES,R,83504441,,,
" 9,874 ",28,57.88,202205,351,PAVAIAI,RES,R,83504440,,,
" 3,274 ",30,29.36,202205,324,TAFUNA,RES,R,83504439,,,
" 19,332 ",28,103.43,202205,351,PAVAIAI,RES,R,83504438,,,
" 7,313 ",28,46.81,202205,351,PAVAIAI,RES,R,83504437,,,
" 5,062 ",28,37.09,202205,351,PAVAIAI,RES,R,83504436,,,
" 13,474 ",28,75.18,202205,351,PAVAIAI,RES,R,83504435,,,
" 10,890 ",28,64.78,202205,351,PAVAIAI,SGS,C,83504434,,,
" 5,006 ",28,36.85,202205,351,PAVAIAI,RES,R,83504432,,,
" 9,468 ",28,56.13,202205,352,PAVAIAI,RES,R,83504431,,,
" 20,829 ",28,111.06,202205,352,PAVAIAI,RES,R,83504430,,,
" 11,153 ",28,63.99,202205,351,PAVAIAI,RES,R,83504429,,,
" 29,108 ",28,155.12,202205,351,PAVAIAI,RES,R,83504428,,,
" 69,201 ",28,388.1,202205,351,PAVAIAI,RES,R,83504427,,,
 19 ,39,15.3,202205,404,AOA,RES,R,83504426,,,
" 12,610 ",28,71.02,202205,351,PAVAIAI,RES,R,83504425,,,
" 5,815 ",28,40.34,202205,351,PAVAIAI,RES,R,83504424,,,
" 9,301 ",28,55.41,202205,351,PAVAIAI,RES,R,83504423,,,
" 13,243 ",28,74.07,202205,351,PAVAIAI,RES,R,83504422,,,
" 6,945 ",25,45.23,202205,351,PAVAIAI,RES,R,83504421,,,
" 11,772 ",28,66.97,202205,351,PAVAIAI,RES,R,83504420,,,
" 2,455 ",28,25.82,202205,351,PAVAIAI,RES,R,83504419,,,
" 12,340 ",30,69.71,202205,308,NUUULI,RES,R,83504418,,,
" 2,962 ",30,28.01,202205,340,MALAEIMI,RES,R,83504417,,,
" 5,124 ",28,37.35,202205,351,PAVAIAI,RES,R,83504416,,,
" 37,425 ",28,203.1,202205,351,PAVAIAI,RES,R,83504415,,,
" 2,048 ",28,24.06,202205,351,PAVAIAI,RES,R,83504414,,,
" 28,055 ",28,149.52,202205,351,PAVAIAI,RES,R,83504413,,,
" 9,704 ",28,57.16,202205,351,PAVAIAI,RES,R,83504412,,,
" 2,465 ",25,25.87,202205,351,PAVAIAI,RES,R,83504411,,,
" 15,894 ",28,86.85,202205,351,PAVAIAI,RES,R,83504410,,,
 638 ,28,17.96,202205,351,PAVAIAI,RES,R,83504409,,,
 400 ,28,16.94,202205,359,MALAELOA,RES,R,83504407,,,
" 9,785 ",28,57.5,202205,351,PAVAIAI,RES,R,83504406,,,
" 16,051 ",28,87.6,202205,351,PAVAIAI,RES,R,83504405,,,
" 5,657 ",28,39.66,202205,351,PAVAIAI,RES,R,83504404,,,
" 27,059 ",28,144.22,202205,351,PAVAIAI,RES,R,83504403,,,
" 16,131 ",28,88,202205,354,MAPUSAGA,RES,R,83504402,,,
" 9,682 ",32,57.05,202205,323,TAFUNA,RES,R,83504401,,,
" 2,680 ",28,26.8,202205,351,PAVAIAI,RES,R,83504400,,,
" 4,437 ",30,34.39,202205,322,NUUULI,RES,R,83504399,,,
" 3,121 ",28,28.7,202205,351,TAFUNA,RES,R,83504398,,,
" 6,627 ",28,43.85,202205,351,PAVAIAI,RES,R,83504397,,,
" 9,069 ",28,54.4,202205,351,PAVAIAI,RES,R,83504396,,,
" 4,586 ",28,35.03,202205,351,PAVAIAI,RES,R,83504395,,,
 6 ,28,15.24,202205,351,PAVAIAI,RES,R,83504394,,,
" 8,860 ",28,53.5,202205,352,PAVAIAI,RES,R,83504393,,,
" 2,230 ",28,24.85,202205,351,PAVAIAI,RES,R,83504392,,,
" 12,836 ",28,72.11,202205,351,PAVAIAI,RES,R,83504390,,,
" 11,977 ",28,67.96,202205,351,PAVAIAI,RES,R,83504389,,,
" 6,834 ",28,44.75,202205,351,PAVAIAI,RES,R,83504388,,,
" 15,991 ",28,87.32,202205,351,PAVAIAI,RES,R,83504387,,,
" 21,229 ",28,113.19,202205,351,PAVAIAI,RES,R,83504386,,,
" 33,043 ",28,177.59,202205,351,PAVAIAI,RES,R,83504385,,,
" 37,499 ",28,203.53,202205,351,PAVAIAI,RES,R,83504384,,,
" 6,562 ",28,43.57,202205,351,PAVAIAI,RES,R,83504383,,,
" 7,626 ",28,48.17,202205,351,PAVAIAI,RES,R,83504382,,,
" 7,001 ",28,45.47,202205,351,PAVAIAI,RES,R,83504381,,,
 21 ,32,15.3,202205,405,AFONO,RES,R,83504380,,,
" 7,408 ",28,47.23,202205,365,VAILOA,RES,R,83504379,,,
" 15,249 ",30,83.74,202205,322,TAFUNA,RES,R,83504378,,,
" 1,510 ",30,22.09,202205,311,TAFUNA,ASG,GG2,83504377,,,
" 1,732 ",30,22.7,202205,313,TAFUNA,RES,R,83504376,,,
" 6,741 ",32,44.34,202205,316,TAFUNA,RES,R,83504375,,,
" 1,173 ",28,20.28,202205,411,FAGALII,RES,R,83504373,,,
" 33,362 ",28,179.44,202205,358,FUTIGA,RES,R,83504372,,,
" 9,802 ",32,57.57,202205,401,MASEFAU,RES,R,83504371,,,
" 13,296 ",30,74.32,202205,343,MESEPA,RES,R,83504370,,,
" 16,057 ",30,87.63,202205,347,FALENIU,RES,R,83504369,,,
 -   ,30,15.21,202205,207,PAGO PAGO,RES,R,83504368,,,
" 38,308 ",30,208.24,202205,214,FAGATOGO,RES,R,83504367,,,
" 2,491 ",32,25.97,202205,315,TAFUNA,RES,R,83504366,,,
" 19,061 ",30,101.97,202205,301,NUUULI,SGS,C,83504365,,,
" 1,074 ",28,19.86,202205,351,PAVAIAI,RES,R,83504364,,,
" 6,902 ",28,45.04,202205,351,PAVAIAI,RES,R,83504363,,,
" 5,504 ",28,39,202205,351,PAVAIAI,RES,R,83504362,,,
" 11,892 ",28,67.55,202205,351,PAVAIAI,RES,R,83504361,,,
" 10,249 ",31,59.63,202205,351,PAVAIAI,RES,R,83504360,,,
" 5,963 ",28,40.98,202205,351,PAVAIAI,RES,R,83504359,,,
" 12,855 ",28,72.19,202205,351,PAVAIAI,RES,R,83504358,,,
" 8,090 ",28,50.17,202205,351,PAVAIAI,RES,R,83504357,,,
" 30,617 ",28,163.47,202205,351,PAVAIAI,RES,R,83504356,,,
" 13,564 ",28,75.62,202205,351,PAVAIAI,RES,R,83504355,,,
" 8,710 ",32,52.85,202205,113,LELOALOA,RES,R,83504354,,,
" 12,878 ",30,72.3,202205,314,TAFUNA,RES,R,83504353,,,
" 23,719 ",28,126.44,202205,355,MAPUSAGA FOU,RES,R,83504352,,,
" 9,599 ",28,56.7,202205,355,MAPUSAGA FOU,RES,R,83504351,,,
" 10,876 ",28,62.66,202205,348,PAVAIAI,RES,R,83504350,,,
" 6,663 ",30,44.01,202205,206,PAGO PAGO,RES,R,83504349,,,
" 5,201 ",28,37.69,202205,355,MAPUSAGA,RES,R,83504348,,,
" 10,107 ",28,58.95,202205,354,TAFETA,RES,R,83504347,,,
" 16,649 ",28,90.49,202205,355,MAPUSAGA,RES,R,83504346,,,
 200 ,28,16.07,202205,355,TAFETA,RES,R,83504345,,,
" 6,284 ",28,42.37,202205,355,TAFETA,RES,R,83504344,,,
" 6,117 ",28,41.65,202205,355,MAPUSAGA FOU,RES,R,83504343,,,
" 5,611 ",28,39.46,202205,355,PAVAIAI,RES,R,83504342,,,
" 2,968 ",28,28.04,202205,355,PAVAIAI,RES,R,83504341,,,
" 7,751 ",28,48.71,202205,355,MAPUSAGA FOU,RES,R,83504340,,,
" 1,726 ",29,22.67,202205,355,MAPUSAGA,RES,R,83504339,,,
" 9,345 ",28,55.6,202205,355,PAVAIAI,RES,R,83504338,,,
